vendor,item_name,size,category,material_class,unit,source_file,notes,price,price_basis
Arim,Foxite,#2,specialty,semi_precious,,2024 Arim Inc. Price List 06.14.24.pdf,,127.1,less than pallet order
Arim,Frosted Clear,#0,glass,frosted_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,105.0,less than pallet order
Arim,Frosted Clear,#1,glass,frosted_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,105.0,less than pallet order
Arim,Frosted Clear,#2,glass,frosted_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,105.0,less than pallet order
Arim,Frosted Cobalt Blue,#0,glass,frosted_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,110.0,less than pallet order
Arim,Frosted Cobalt Blue,#1,glass,frosted_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,110.0,less than pallet order
Arim,Frosted Cobalt Blue,#2,glass,frosted_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,110.0,less than pallet order
Arim,Frosted Green,#0,glass,frosted_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,105.0,less than pallet order
Arim,Frosted Green,#1,glass,frosted_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,105.0,less than pallet order
Arim,Frosted Green,#2,glass,frosted_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,105.0,less than pallet order
Arim,Frosted Light Aqua Blue,#0,glass,frosted_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,115.0,less than pallet order
Arim,Frosted Light Aqua Blue,#1,glass,frosted_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,115.0,less than pallet order
Arim,Frosted Light Aqua Blue,#2,glass,frosted_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,115.0,less than pallet order
Arim,Frosted Light Turquoise,#0,glass,frosted_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,115.0,less than pallet order
Arim,Frosted Light Turquoise,#1,glass,frosted_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,115.0,less than pallet order
Arim,Frosted Light Turquoise,#2,glass,frosted_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,115.0,less than pallet order
Arim,Frosted Orange,#0,glass,frosted_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,140.0,less than pallet order
Arim,Frosted Orange,#1,glass,frosted_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,140.0,less than pallet order
Arim,Frosted Orange,#2,glass,frosted_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,140.0,less than pallet order
Arim,Frosted Purple,#0,glass,frosted_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,115.0,less than pallet order
Arim,Frosted Purple,#1,glass,frosted_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,115.0,less than pallet order
Arim,Frosted Purple,#2,glass,frosted_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,115.0,less than pallet order
Arim,Frosted Red,#0,glass,frosted_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,140.0,less than pallet order
Arim,Frosted Red,#1,glass,frosted_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,140.0,less than pallet order
Arim,Frosted Red,#2,glass,frosted_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,140.0,less than pallet order
Arim,Frosted Turquoise,#0,glass,frosted_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,115.0,less than pallet order
Arim,Frosted Turquoise,#1,glass,frosted_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,115.0,less than pallet order
Arim,Frosted Turquoise,#2,glass,frosted_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,115.0,less than pallet order
Arim,Frosted Yellow,#0,glass,frosted_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,135.0,less than pallet order
Arim,Frosted Yellow,#1,glass,frosted_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,135.0,less than pallet order
Arim,Frosted Yellow,#2,glass,frosted_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,135.0,less than pallet order
Arim,Georgia White,#0,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,18.5,less than pallet order
Arim,Georgia White,#1,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,18.5,less than pallet order
Arim,Georgia White,#2,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,18.5,less than pallet order
Arim,Glimmer,#0,specialty,semi_precious,,2024 Arim Inc. Price List 06.14.24.pdf,,141.5,less than pallet order
Arim,Glimmer,#1,specialty,semi_precious,,2024 Arim Inc. Price List 06.14.24.pdf,,141.5,less than pallet order
Arim,Glimmer,#2,specialty,semi_precious,,2024 Arim Inc. Price List 06.14.24.pdf,,141.5,less than pallet order
Arim,Glow in Dark,#0,glass,specialty_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,,
Arim,Glow in Dark,#1,glass,specialty_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,,
Arim,Glow in Dark,#2,glass,specialty_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,,
Arim,Gold Coated,#0,mirror,coated_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,120.0,less than pallet order
Arim,Gold Coated,#1,mirror,coated_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,120.0,less than pallet order
Arim,Gold Coated,#2,mirror,coated_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,120.0,less than pallet order
Arim,Gold Glitter,#0,glass,glitter_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,120.0,less than pallet order
Arim,Gold Glitter,#1,glass,glitter_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,120.0,less than pallet order
Arim,Gold Glitter,#2,glass,glitter_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,120.0,less than pallet order
Arim,Golden Amber,#0,glass,specialty_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,100.0,less than pallet order
Arim,Golden Amber,#1,glass,specialty_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,100.0,less than pallet order
Arim,Golden Amber,#2,glass,specialty_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,100.0,less than pallet order
Arim,Gray Genoa,#0,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,25.5,less than pallet order
Arim,Gray Genoa,#1,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,25.5,less than pallet order
Arim,Gray Genoa,#2,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,25.5,less than pallet order
Arim,Green Aventurine,#0,specialty,semi_precious,,2024 Arim Inc. Price List 06.14.24.pdf,,140.0,less than pallet order
Arim,Green Aventurine,#1,specialty,semi_precious,,2024 Arim Inc. Price List 06.14.24.pdf,,140.0,less than pallet order
Arim,Green Aventurine,#2,specialty,semi_precious,,2024 Arim Inc. Price List 06.14.24.pdf,,140.0,less than pallet order
Arim,Green Jade,#0,specialty,semi_precious,,2024 Arim Inc. Price List 06.14.24.pdf,,89.9,less than pallet order
Arim,Green Jade,#1,specialty,semi_precious,,2024 Arim Inc. Price List 06.14.24.pdf,,89.9,less than pallet order
Arim,Green Jade,#2,specialty,semi_precious,,2024 Arim Inc. Price List 06.14.24.pdf,,89.9,less than pallet order
Arim,Green Onyx,#0,specialty,semi_precious,,2024 Arim Inc. Price List 06.14.24.pdf,,122.9,less than pallet order
Arim,Green Onyx,#1,specialty,semi_precious,,2024 Arim Inc. Price List 06.14.24.pdf,,122.9,less than pallet order
Arim,Green Onyx,#2,specialty,semi_precious,,2024 Arim Inc. Price List 06.14.24.pdf,,122.9,less than pallet order
Arim,Hematite,#0,specialty,semi_precious,,2024 Arim Inc. Price List 06.14.24.pdf,,250.0,less than pallet order
Arim,Hematite,#1,specialty,semi_precious,,2024 Arim Inc. Price List 06.14.24.pdf,,250.0,less than pallet order
Arim,Hematite,#2,specialty,semi_precious,,2024 Arim Inc. Price List 06.14.24.pdf,,250.0,less than pallet order
Arim,Honey Onyx,#0,specialty,semi_precious,,2024 Arim Inc. Price List 06.14.24.pdf,,111.9,less than pallet order
Arim,Honey Onyx,#1,specialty,semi_precious,,2024 Arim Inc. Price List 06.14.24.pdf,,111.9,less than pallet order
Arim,Honey Onyx,#2,specialty,semi_precious,,2024 Arim Inc. Price List 06.14.24.pdf,,111.9,less than pallet order
Arim,Indian Grey,#0,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,29.5,less than pallet order
Arim,Indian Grey,#1,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,29.5,less than pallet order
Arim,Indian Grey,#2,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,29.5,less than pallet order
Arim,Italian Black,#0,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,24.5,less than pallet order
Arim,Italian Black,#1,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,24.5,less than pallet order
Arim,Italian Black,#2,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,24.5,less than pallet order
Arim,Italian Botticino,#0,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,25.5,less than pallet order
Arim,Italian Botticino,#1,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,25.5,less than pallet order
Arim,Italian Botticino,#2,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,25.5,less than pallet order
Arim,Italian Carnico Gray,#0,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,29.5,less than pallet order
Arim,Italian Carnico Gray,#1,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,29.5,less than pallet order
Arim,Italian Carnico Gray,#2,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,29.5,less than pallet order
Arim,Italian Light Beige,#0,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,25.5,less than pallet order
Arim,Italian Light Beige,#1,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,25.5,less than pallet order
Arim,Italian Light Beige,#2,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,25.5,less than pallet order
Arim,Italian Perfect White,#0,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,24.5,less than pallet order
Arim,Italian Perfect White,#1,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,24.5,less than pallet order
Arim,Italian Perfect White,#2,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,24.5,less than pallet order
Arim,Italian Rose,#0,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,24.5,less than pallet order
Arim,Italian Rose,#1,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,24.5,less than pallet order
Arim,Italian Rose,#2,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,24.5,less than pallet order
Arim,Italian Yellow Siena,#0,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,25.5,less than pallet order
Arim,Italian Yellow Siena,#1,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,25.5,less than pallet order
Arim,Italian Yellow Siena,#2,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,25.5,less than pallet order
Arim,Ivory Cream,#0,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,29.5,less than pallet order
Arim,Ivory Cream,#1,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,29.5,less than pallet order
Arim,Ivory Cream,#2,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,29.5,less than pallet order
Arim,Jersey Cream,#0,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,24.3,less than pallet order
Arim,Jersey Cream,#1,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,24.3,less than pallet order
Arim,Jersey Cream,#2,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,24.3,less than pallet order
Arim,Labradorite,#0,specialty,semi_precious,,2024 Arim Inc. Price List 06.14.24.pdf,,180.0,less than pallet order
Arim,Labradorite,#1,specialty,semi_precious,,2024 Arim Inc. Price List 06.14.24.pdf,,180.0,less than pallet order
Arim,Labradorite,#2,specialty,semi_precious,,2024 Arim Inc. Price List 06.14.24.pdf,,180.0,less than pallet order
Arim,Lapis,#0,specialty,semi_precious,,2024 Arim Inc. Price List 06.14.24.pdf,,270.0,less than pallet order
Arim,Lapis,#1,specialty,semi_precious,,2024 Arim Inc. Price List 06.14.24.pdf,,270.0,less than pallet order
Arim,Lapis,#2,specialty,semi_precious,,2024 Arim Inc. Price List 06.14.24.pdf,,270.0,less than pallet order
Arim,Light Amber,#0,glass,specialty_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,95.0,less than pallet order
Arim,Light Amber,#1,glass,specialty_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,95.0,less than pallet order
Arim,Light Amber,#2,glass,specialty_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,95.0,less than pallet order
Arim,Light Turquoise,#0,glass,recycled_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,80.0,less than pallet order
Arim,Light Turquoise,#1,glass,recycled_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,80.0,less than pallet order
Arim,Light Turquoise,#2,glass,recycled_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,80.0,less than pallet order
Arim,Mexican Grey,#0,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,24.5,less than pallet order
Arim,Mexican Grey,#1,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,24.5,less than pallet order
Arim,Mexican Grey,#2,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,24.5,less than pallet order
Arim,Missouri Botticino,#0,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,22.5,less than pallet order
Arim,Missouri Botticino,#1,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,22.5,less than pallet order
Arim,Missouri Botticino,#2,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,22.5,less than pallet order
Arim,Misty Grey,#0,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,41.5,less than pallet order
Arim,Misty Grey,#1,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,41.5,less than pallet order
Arim,Misty Grey,#2,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,41.5,less than pallet order
Arim,Mocha Marble,#0,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,24.5,less than pallet order
Arim,Mocha Marble,#1,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,24.5,less than pallet order
Arim,Mocha Marble,#2,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,24.5,less than pallet order
Arim,Moon Stone,#0,specialty,semi_precious,,2024 Arim Inc. Price List 06.14.24.pdf,,160.0,less than pallet order
Arim,Moon Stone,#1,specialty,semi_precious,,2024 Arim Inc. Price List 06.14.24.pdf,,160.0,less than pallet order
Arim,Moon Stone,#2,specialty,semi_precious,,2024 Arim Inc. Price List 06.14.24.pdf,,160.0,less than pallet order
Arim,Moon White,#0,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,24.0,less than pallet order
Arim,Moon White,#1,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,24.0,less than pallet order
Arim,Moon White,#2,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,24.0,less than pallet order
Arim,Mother Of Pearl Modern,#0,specialty,mother_of_pearl,,2024 Arim Inc. Price List 06.14.24.pdf,,68.0,less than pallet order
Arim,Mother Of Pearl Modern,#1,specialty,mother_of_pearl,,2024 Arim Inc. Price List 06.14.24.pdf,,68.0,less than pallet order
Arim,Mother Of Pearl Modern,#2,specialty,mother_of_pearl,,2024 Arim Inc. Price List 06.14.24.pdf,,68.0,less than pallet order
Arim,Mother of Pearl Bleached,#0,specialty,mother_of_pearl,,2024 Arim Inc. Price List 06.14.24.pdf,,,
Arim,Mother of Pearl Bleached,#1,specialty,mother_of_pearl,,2024 Arim Inc. Price List 06.14.24.pdf,,,
Arim,Mother of Pearl Bleached,#2,specialty,mother_of_pearl,,2024 Arim Inc. Price List 06.14.24.pdf,,,
Arim,Mother of Pearl Classic,#0,specialty,mother_of_pearl,,2024 Arim Inc. Price List 06.14.24.pdf,,109.0,less than pallet order
Arim,Mother of Pearl Classic,#1,specialty,mother_of_pearl,,2024 Arim Inc. Price List 06.14.24.pdf,,109.0,less than pallet order
Arim,Mother of Pearl Classic,#2,specialty,mother_of_pearl,,2024 Arim Inc. Price List 06.14.24.pdf,,109.0,less than pallet order
Arim,New Pure White,#0,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,24.3,less than pallet order
Arim,New Pure White,#1,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,24.3,less than pallet order
Arim,New Pure White,#2,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,24.3,less than pallet order
Arim,Opaque Black,#0,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,85.0,less than pallet order
Arim,Opaque Black,#1,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,85.0,less than pallet order
Arim,Opaque Black,#2,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,85.0,less than pallet order
Arim,Opaque Co Blue,#0,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,132.0,less than pallet order
Arim,Opaque Co Blue,#1,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,132.0,less than pallet order
Arim,Opaque Co Blue,#2,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,132.0,less than pallet order
Arim,Opaque Dark Green,#0,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,132.0,less than pallet order
Arim,Opaque Dark Green,#1,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,132.0,less than pallet order
Arim,Opaque Dark Green,#2,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,132.0,less than pallet order
Arim,Opaque Fresh White,#0,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,145.0,less than pallet order
Arim,Opaque Fresh White,#1,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,145.0,less than pallet order
Arim,Opaque Fresh White,#2,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,145.0,less than pallet order
Arim,Opaque Green,#0,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,140.0,less than pallet order
Arim,Opaque Green,#1,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,140.0,less than pallet order
Arim,Opaque Green,#2,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,140.0,less than pallet order
Arim,Opaque Grey,#0,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,132.0,less than pallet order
Arim,Opaque Grey,#1,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,132.0,less than pallet order
Arim,Opaque Grey,#2,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,132.0,less than pallet order
Arim,Opaque Orange,#0,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,166.0,less than pallet order
Arim,Opaque Orange,#1,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,166.0,less than pallet order
Arim,Opaque Orange,#2,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,166.0,less than pallet order
Arim,Opaque Perfect White,#0,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,74.0,less than pallet order
Arim,Opaque Perfect White,#1,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,74.0,less than pallet order
Arim,Opaque Perfect White,#2,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,74.0,less than pallet order
Arim,Opaque Pink,#0,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,132.0,less than pallet order
Arim,Opaque Pink,#1,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,132.0,less than pallet order
Arim,Opaque Pink,#2,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,132.0,less than pallet order
Arim,Opaque Purple,#0,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,132.0,less than pallet order
Arim,Opaque Purple,#1,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,132.0,less than pallet order
Arim,Opaque Purple,#2,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,132.0,less than pallet order
Arim,Opaque Red,#0,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,166.0,less than pallet order
Arim,Opaque Red,#1,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,166.0,less than pallet order
Arim,Opaque Red,#2,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,166.0,less than pallet order
Arim,Opaque Turquoise,#0,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,132.0,less than pallet order
Arim,Opaque Turquoise,#1,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,132.0,less than pallet order
Arim,Opaque Turquoise,#2,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,132.0,less than pallet order
Arim,Opaque White,#0,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,74.0,less than pallet order
Arim,Opaque White,#1,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,74.0,less than pallet order
Arim,Opaque White,#2,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,74.0,less than pallet order
Arim,Opaque Yellow,#0,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,145.0,less than pallet order
Arim,Opaque Yellow,#1,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,145.0,less than pallet order
Arim,Opaque Yellow,#2,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,145.0,less than pallet order
Arim,Orange,#0,glass,specialty_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,145.0,less than pallet order
Arim,Orange,#1,glass,specialty_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,145.0,less than pallet order
Arim,Orange,#2,glass,specialty_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,145.0,less than pallet order
Arim,Orange Calcite,#0,specialty,semi_precious,,2024 Arim Inc. Price List 06.14.24.pdf,,164.4,less than pallet order
Arim,Orange Calcite,#1,specialty,semi_precious,,2024 Arim Inc. Price List 06.14.24.pdf,,164.4,less than pallet order
Arim,Orange Calcite,#2,specialty,semi_precious,,2024 Arim Inc. Price List 06.14.24.pdf,,164.4,less than pallet order
Arim,Peachy Pink,#0,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,23.8,less than pallet order
Arim,Peachy Pink,#1,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,23.8,less than pallet order
Arim,Peachy Pink,#2,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,23.8,less than pallet order
Arim,Persian Cream,#0,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,26.0,less than pallet order
Arim,Persian Cream,#1,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,26.0,less than pallet order
Arim,Persian Cream,#2,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,26.0,less than pallet order
Arim,Persian Yellow,#0,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,23.0,less than pallet order
Arim,Persian Yellow,#1,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,23.0,less than pallet order
Arim,Persian Yellow,#2,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,23.0,less than pallet order
Arim,Philly Red,#0,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,26.3,less than pallet order
Arim,Philly Red,#1,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,26.3,less than pallet order
Arim,Philly Red,#2,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,26.3,less than pallet order
Arim,Pink Glitter,#0,glass,glitter_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,100.0,less than pallet order
Arim,Pink Glitter,#1,glass,glitter_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,100.0,less than pallet order
Arim,Pink Glitter,#2,glass,glitter_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,100.0,less than pallet order
Arim,Pink Quartz,#0,specialty,semi_precious,,2024 Arim Inc. Price List 06.14.24.pdf,,112.5,less than pallet order
Arim,Pink Quartz,#1,specialty,semi_precious,,2024 Arim Inc. Price List 06.14.24.pdf,,112.5,less than pallet order
Arim,Pink Quartz,#2,specialty,semi_precious,,2024 Arim Inc. Price List 06.14.24.pdf,,112.5,less than pallet order
Arim,Polar White,#0,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,75.0,less than pallet order
Arim,Polar White,#1,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,75.0,less than pallet order
Arim,Polar White,#2,glass,opaque_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,75.0,less than pallet order
Arim,Pool Mix,PoolMix,filler,pool_mix,,2024 Arim Inc. Price List 06.14.24.pdf,,,
Arim,Purple,#0,glass,specialty_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,98.0,less than pallet order
Arim,Purple,#1,glass,specialty_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,98.0,less than pallet order
Arim,Purple,#2,glass,specialty_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,98.0,less than pallet order
Arim,Raven Black Marble,#0,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,22.5,less than pallet order
Arim,Raven Black Marble,#1,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,22.5,less than pallet order
Arim,Raven Black Marble,#2,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,22.5,less than pallet order
Arim,Real Onyx,#0,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,29.3,less than pallet order
Arim,Real Onyx,#1,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,29.3,less than pallet order
Arim,Real Onyx,#2,marble,marble,,2024 Arim Inc. Price List 06.14.24.pdf,,29.3,less than pallet order
Arim,Recycled Amber,#0,glass,recycled_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,40.0,less than pallet order
Arim,Recycled Amber,#1,glass,recycled_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,40.0,less than pallet order
Arim,Recycled Amber,#2,glass,recycled_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,40.0,less than pallet order
Arim,Recycled Black Glass,#0,glass,recycled_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,40.0,less than pallet order
Arim,Recycled Black Glass,#1,glass,recycled_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,40.0,less than pallet order
Arim,Recycled Black Glass,#2,glass,recycled_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,40.0,less than pallet order
Arim,Recycled Clear Glass,#0,glass,recycled_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,40.0,less than pallet order
Arim,Recycled Clear Glass,#1,glass,recycled_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,40.0,less than pallet order
Arim,Recycled Clear Glass,#2,glass,recycled_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,40.0,less than pallet order
Arim,Recycled Clear Glass Filler,#0,glass,recycled_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,37.0,less than pallet order
Arim,Recycled Clear Glass Filler,#1,glass,recycled_glass,,2024 Arim Inc. Price List 06.14.24.pdf,,37.0,less than pallet order
